tweetid,sentiment
493909,-1
775367,1
102955,2
356595,0
860992,0
478186,2
235851,0
859554,1
383555,2
568803,-1
522415,0
493050,0
568528,1
371027,2
554560,1
969599,1
70097,2
898167,1
483103,-1
773089,1
436540,1
214657,0
824653,2
132616,1
962166,2
357327,1
183595,2
338190,0
821753,1
782634,2
355771,2
102889,0
335544,2
417438,2
99418,0
774033,0
151834,2
573075,2
675187,-1
488287,1
317596,1
848773,1
177318,-1
743728,0
166017,-1
668192,-1
242646,0
572824,1
516374,0
569974,2
368987,2
35989,0
439267,1
425036,1
978741,-1
161511,2
158819,-1
225262,2
398562,0
940439,-1
657384,2
348631,1
950221,1
390207,1
633050,0
45603,1
892219,2
763551,1
219247,0
78219,0
106376,-1
664990,1
61204,1
444521,2
162744,1
10394,0
107336,2
400960,1
157258,1
762553,1
398197,-1
513701,2
450710,2
192494,0
376697,2
466375,0
600809,-1
337306,1
597597,1
282282,0
619747,-1
848426,0
468720,1
954154,0
544640,0
192358,2
768797,2
817583,0
864589,1
104220,2
725297,2
973859,-1
942269,0
145192,1
965827,2
861437,0
296887,-1
817495,-1
273994,0
799474,0
177872,1
532392,1
770417,1
706812,1
193396,0
863034,2
967152,-1
948038,0
608126,-1
412897,2
970466,0
604868,0
94532,0
820173,-1
833762,2
604371,0
961064,0
419528,0
79982,-1
564369,0
489017,1
887262,2
402712,-1
963864,-1
854765,-1
331759,1
26332,1
238943,-1
431614,2
329434,1
680680,1
39578,1
670432,-1
371166,1
686203,2
118985,1
263823,0
275604,2
390449,0
553573,2
159171,2
172630,1
867879,1
555667,0
107607,2
671813,1
29467,2
424298,2
247885,-1
66440,0
794065,0
383354,0
73974,-1
597362,2
873587,1
755011,1
736998,2
117248,2
692018,0
813376,1
834684,2
546314,2
876985,1
207998,1
110340,0
715656,-1
88611,2
716533,1
269830,0
661339,2
96822,0
101833,-1
548873,2
432375,2
963943,1
105738,-1
814952,2
933283,1
476266,0
713154,1
729178,2
739461,1
46459,0
564711,2
9295,-1
89381,-1
997108,1
434160,1
632113,1
349480,0
981685,-1
891296,2
795819,-1
22856,2
176472,1
760306,2
364909,2
593804,2
307467,1
610642,-1
129662,0
569359,2
561862,-1
423167,2
840583,0
683275,-1
190548,1
958471,1
740052,0
631040,1
976028,0
990527,1
58802,-1
406698,2
166458,1
758638,2
864544,2
937863,-1
839640,1
43118,1
554437,0
24114,-1
594987,1
2994,-1
983985,0
738824,1
578675,1
246789,2
459925,2
723464,2
939557,-1
962770,-1
432283,1
295172,1
354011,2
917171,1
368282,0
799357,-1
218943,2
354686,2
180377,0
979574,2
457365,2
855074,1
527673,1
785117,0
973760,1
928581,0
56229,2
489025,0
43190,-1
563462,2
972585,1
593576,1
327139,2
615819,1
538945,2
967095,-1
993681,-1
568295,0
969003,1
644408,0
956047,2
525657,-1
56665,1
617655,2
838447,1
931195,2
577981,2
870874,1
480174,1
695290,0
645362,2
475332,1
78586,-1
792010,2
600177,-1
579760,1
733217,1
130633,1
246139,0
83570,1
233932,0
65704,1
720328,1
182815,-1
992508,1
582996,1
712952,0
217793,2
960416,1
387077,2
62147,-1
158157,0
16196,0
211659,1
368185,1
681044,2
368951,-1
200078,0
947641,0
591630,0
60500,-1
257401,2
478713,2
735450,-1
633125,1
610055,-1
632978,2
365076,2
875539,2
758419,-1
709088,0
768261,2
209509,2
127305,-1
121053,0
19558,1
801712,2
837454,-1
541857,1
11629,2
10359,2
66175,1
23284,2
211731,2
32828,1
300306,1
798465,-1
429350,1
96211,1
287991,0
580986,1
782530,1
446353,-1
404665,1
971456,1
503290,1
675704,-1
225076,2
593471,1
481167,1
161297,2
270003,-1
411180,2
271499,1
672109,1
602150,1
575468,0
181408,2
161726,0
977902,1
788232,0
725006,1
722658,0
600224,-1
793349,-1
451620,2
424135,2
88627,1
806009,0
192064,1
685562,1
284646,1
715307,1
883501,2
842439,-1
33587,-1
730304,0
87268,2
494947,-1
557924,0
351002,1
361958,2
624214,2
513910,2
506543,1
778056,0
357156,1
370081,1
880261,-1
509403,0
580774,1
837095,2
560337,0
132783,1
304998,2
819879,1
849455,0
346200,2
625746,0
677462,2
107732,1
277516,0
119700,1
219147,1
773453,0
813113,0
121431,1
258442,2
15784,2
491379,2
767093,-1
508244,2
711697,2
78517,1
592053,1
723025,0
310230,0
751878,0
617843,0
265859,1
410288,0
708448,-1
254072,2
791956,0
515974,2
972791,1
330960,-1
126876,0
316154,1
179087,0
586916,-1
70846,0
752225,2
404604,1
836527,0
678059,-1
333311,1
74980,-1
477908,0
506657,0
980875,0
805679,0
193548,1
818493,-1
625918,1
215713,1
126166,0
709380,-1
570628,2
898663,1
103967,-1
934788,2
327499,1
953095,1
592527,1
488806,0
531595,1
899135,2
661210,2
311285,0
956537,1
536614,2
518252,2
101697,1
136250,0
571656,1
614530,0
506382,2
990558,1
414640,1
757228,2
741160,-1
80801,1
14077,-1
44115,1
782491,-1
141116,-1
758470,1
111565,2
108937,-1
333960,-1
495632,1
855633,1
387274,0
944823,0
676644,0
674904,0
706197,2
751823,2
534701,2
776680,2
856934,-1
838992,0
73072,-1
592976,0
120301,1
477557,0
331101,0
587789,1
106773,2
714124,1
772086,2
656418,1
372287,1
481477,-1
938734,2
922926,2
339447,0
325978,1
42066,1
382638,2
16052,1
450371,-1
450653,-1
299753,0
643564,-1
975417,1
890333,2
759258,1
82004,2
187640,0
790339,-1
760264,0
34404,0
387284,2
111495,0
263613,0
811478,2
615025,0
709431,1
815398,2
429819,0
55201,0
918786,2
505250,-1
811168,1
616510,0
810332,1
778191,0
644140,1
614087,-1
350693,1
224411,-1
187760,2
673695,1
624957,2
682615,1
674916,2
404402,-1
53072,2
48112,1
785837,0
184816,-1
230210,1
915999,0
376465,2
194186,2
106745,0
992715,0
274295,-1
841614,1
855159,2
369248,1
400854,2
232119,2
770087,2
61801,-1
582837,2
696188,1
710747,-1
943396,0
943553,1
957958,0
170910,1
680524,-1
565587,0
749902,2
748072,-1
937512,1
130999,0
342929,1
406526,-1
281624,2
111021,1
898463,1
920547,1
300268,2
6377,1
150851,1
836682,2
975094,0
303263,0
469044,0
826563,0
879918,1
803773,2
535044,1
129239,-1
123544,1
955118,1
763466,2
302824,1
970253,0
536636,1
225644,1
901410,2
976357,-1
276425,2
698782,0
476182,1
560795,0
734099,1
874279,1
528799,1
844516,0
42001,1
729333,1
910929,2
436637,0
539943,2
158515,2
913083,-1
196246,2
312900,2
247152,1
621919,1
72893,0
989727,0
828411,0
231642,0
294532,1
322655,2
238643,1
226893,-1
22945,-1
667052,-1
330901,-1
893735,0
844155,2
598545,1
792602,2
81394,1
79720,1
450891,1
689110,1
603282,1
151774,0
427833,0
514030,2
450842,0
663940,0
289537,0
93580,0
999485,1
16012,-1
602434,2
128526,0
567878,2
311040,0
397558,2
659249,2
732039,-1
257083,1
653366,2
764741,1
240417,2
941193,-1
249928,1
355194,2
466127,1
986184,1
194736,2
193995,1
630191,0
467505,0
385475,-1
537515,2
689188,2
629787,-1
125791,2
873126,0
634159,1
5824,-1
626130,0
710596,2
739055,1
584269,1
930286,2
803604,2
902313,-1
365571,1
418391,-1
260874,0
53754,1
406691,2
958946,-1
135258,0
349414,2
988959,0
954431,1
985836,1
698510,2
509363,1
625498,0
896827,1
393734,1
326465,1
856169,2
404748,1
330862,2
455496,0
571982,1
298506,-1
98423,1
660483,1
219919,2
967026,2
640859,0
574291,0
673739,2
490703,1
811513,2
357267,-1
366205,1
47116,2
41555,1
666135,0
997640,0
381416,2
168327,1
492253,2
422735,2
667117,-1
202823,1
10908,-1
366599,1
394665,2
734589,2
210821,2
191243,2
435686,2
7931,2
331666,1
998608,1
598170,2
981822,0
349039,-1
131708,2
440962,-1
719287,1
866736,2
793383,0
486705,1
206701,2
812095,2
813429,1
300273,1
246003,1
357693,2
127689,2
554542,0
713892,1
855661,0
413022,2
204680,1
865502,1
70808,1
542694,2
521642,2
90760,0
599952,-1
116224,-1
781730,0
222272,2
520111,0
470642,1
241795,0
585620,0
969978,0
800466,2
665096,1
59084,0
813349,1
312981,-1
965523,2
921337,-1
791417,2
472174,1
514550,2
418510,1
344814,2
555242,2
603943,1
996818,1
518736,2
194144,1
548422,2
781735,1
90786,1
3051,0
402995,1
224269,2
891634,1
661409,-1
776823,1
773037,2
716592,2
709740,-1
230435,2
105775,-1
277235,-1
323839,2
485009,2
991522,2
421384,0
407930,1
499185,-1
634042,2
281534,-1
29564,2
777475,2
73475,2
924278,2
945887,0
133825,1
750622,0
340947,2
477970,0
841038,-1
331429,0
861934,2
117689,2
231985,0
452498,-1
147151,0
402278,0
515529,0
816064,0
320416,2
674363,2
45153,-1
294203,2
69149,-1
892557,0
714218,0
374533,2
799765,-1
406896,0
493645,2
77622,2
351139,2
598383,2
437099,-1
811260,2
289021,0
411748,2
834122,-1
531633,2
138830,1
855031,-1
621398,1
591179,1
665535,-1
625048,-1
395927,-1
819363,2
226513,2
230277,2
217668,2
646356,-1
585846,-1
320140,-1
7769,2
128883,-1
930716,-1
52091,1
865029,1
678269,1
646896,2
151820,1
126071,-1
390635,0
846830,0
903429,1
552575,1
51238,1
398685,2
442076,1
245264,1
1847,1
800950,-1
236737,-1
371083,2
288557,0
645411,0
582358,-1
105065,0
105707,-1
487304,-1
966654,0
367823,1
649275,1
29185,2
172119,0
685650,-1
173254,1
287735,-1
97811,1
838235,2
254835,2
318905,0
259043,-1
381017,1
649757,1
529954,-1
663529,-1
423720,0
22777,1
766694,1
166583,1
282634,0
353764,0
461317,2
31680,1
998009,1
491318,2
970330,-1
476860,2
415960,-1
937064,0
935085,1
863837,-1
166987,2
65621,1
486600,0
389265,1
151202,1
906908,1
98725,2
741135,1
184479,1
364623,2
289083,2
101465,2
877671,2
414975,-1
819137,0
162715,-1
889367,1
682050,1
468148,1
276721,1
809015,0
82904,0
629958,0
282539,0
576641,2
721032,0
985863,2
351847,1
102182,1
432256,1
810959,-1
339263,-1
426325,1
634147,2
43694,1
693219,0
840612,0
292313,2
459823,-1
458700,0
886294,-1
72399,2
838493,0
239467,2
966716,2
88590,2
270660,0
612857,1
481502,0
953534,2
399293,-1
325715,2
412226,2
817566,1
610516,1
921902,1
279576,2
164195,2
233989,2
650411,2
531313,0
4333,0
643985,2
556079,1
362728,1
619584,1
498930,2
711047,2
280183,2
710884,1
669728,2
873903,1
133051,2
580652,1
122184,2
297918,-1
443350,1
942345,0
487311,2
624290,2
462841,0
682584,0
86801,2
614098,0
71036,-1
603798,1
539219,-1
571734,1
891254,0
16967,1
366465,1
468888,1
755956,0
854237,0
929586,1
972465,-1
47414,2
237511,1
473045,1
719760,2
3380,1
915945,2
746072,2
793658,2
718346,1
991582,2
186975,0
544544,0
598757,1
352182,2
799769,-1
285144,1
406272,2
92988,1
36673,0
558989,-1
261633,2
239960,0
938879,2
638143,2
162574,-1
78388,1
966667,0
865944,2
972181,2
946851,0
214800,1
728032,2
600651,1
728584,0
706681,1
589739,1
450581,1
47561,1
401905,1
800981,-1
589183,0
222534,-1
357670,2
923142,-1
497636,2
443455,2
730705,2
830855,1
255556,2
961712,-1
589379,-1
956735,1
216207,1
650019,-1
606200,2
753836,1
847322,0
273226,1
83629,1
226734,0
788872,0
870974,2
591870,2
568912,2
789519,1
731488,0
244090,0
735125,2
764484,1
646717,1
31157,1
152232,0
414280,1
587546,2
821756,2
373215,2
826764,1
733307,0
596788,-1
57392,0
761256,1
586312,1
93389,-1
93917,2
73551,2
165581,0
156791,-1
823794,1
63392,2
182207,1
829750,1
101290,2
639078,1
960964,-1
884242,2
333194,0
180605,0
724302,1
464585,-1
857134,0
289751,1
746574,-1
5343,-1
477522,0
446879,-1
546541,1
732463,2
380608,2
336640,-1
52477,1
194507,0
538733,-1
622382,1
758067,2
969245,0
6204,0
360927,1
733862,-1
254831,0
312789,1
683632,-1
698155,2
581241,1
685887,1
495618,-1
98564,-1
422534,1
378882,1
175872,0
135908,0
840249,2
37433,0
231996,1
573211,-1
703385,0
11101,0
819890,0
572492,-1
120502,2
146930,1
913546,1
808868,1
383788,2
629338,0
429250,0
327253,-1
233323,2
754966,1
5107,0
285700,1
997597,0
605325,-1
181468,0
921776,1
131890,1
727491,1
407368,-1
720318,1
521215,2
699505,0
260605,1
4496,1
162556,1
283270,0
631070,1
343853,2
195609,2
729294,2
342029,1
31305,2
974349,-1
827385,1
110637,1
330981,2
716213,-1
673772,1
533976,0
467243,0
671317,-1
232183,1
489015,2
356158,2
988748,-1
240002,0
873392,1
345670,1
356761,2
530584,1
177001,-1
525148,2
347083,-1
784269,-1
420686,1
918830,2
550616,-1
696228,-1
861731,2
677852,1
591361,1
962050,1
76649,2
832328,1
239449,2
467995,2
467450,-1
127162,1
477381,1
58715,-1
701473,1
893061,2
335217,2
909071,0
471885,2
164325,1
875446,1
366749,2
625267,1
805316,0
779520,0
967449,1
39093,-1
306078,1
983065,2
106475,2
380508,2
236562,0
589848,-1
741895,1
204042,1
238985,2
468940,2
467571,0
86934,1
650045,1
334396,2
308397,2
435631,2
206312,2
565453,0
250852,2
511144,1
985030,-1
5045,1
962371,-1
179695,2
571674,1
708517,1
949891,1
451267,-1
463572,0
527910,1
446310,-1
105414,2
18138,1
653784,0
331838,0
650762,1
826394,2
164947,0
871573,2
737732,-1
78892,2
950200,0
484870,-1
382863,1
155451,0
361880,0
625561,-1
675442,2
113514,1
19397,1
718093,2
428411,0
908602,2
595852,1
866548,-1
516734,-1
203690,2
457889,0
42699,1
564817,0
519244,-1
634222,1
851947,0
925224,1
776585,0
603969,1
848121,0
745737,0
706675,0
891427,0
311901,1
190297,1
782363,1
44291,2
370428,1
899174,1
144125,2
422237,1
554582,2
242199,-1
232219,1
224076,2
945898,0
564911,2
343688,-1
371908,0
627574,2
180485,-1
249763,-1
651375,2
660951,0
657758,0
237867,1
782819,0
791928,2
294609,2
850390,2
396547,1
142830,0
250983,1
443938,-1
831490,1
418267,2
860398,-1
763872,-1
574726,-1
142336,2
213055,-1
455829,1
656699,-1
171902,-1
350128,2
714025,0
17420,-1
44772,0
643168,0
704610,2
820523,1
37607,1
680087,2
509948,0
938423,1
476346,0
617648,2
659939,2
510346,-1
106516,2
187412,1
530662,2
969059,-1
233113,-1
881485,-1
396578,-1
722776,0
69263,-1
783056,2
29053,0
45878,1
845042,2
78628,2
899274,2
485857,2
914284,0
590949,1
286808,2
449133,1
145375,0
769261,1
769524,2
968896,2
313839,2
775822,0
293312,0
495182,-1
896063,1
2325,1
795486,2
135329,1
885345,0
703319,0
595781,0
243128,1
589175,1
473007,0
145261,1
942956,-1
524966,-1
713766,2
440834,-1
94839,0
730063,-1
120270,1
73612,-1
432813,1
317254,0
149855,0
588233,2
860852,-1
762132,1
694699,1
357323,2
617071,2
909332,1
460019,1
175290,1
845224,1
77234,1
337929,-1
846396,-1
515567,0
365305,0
410068,-1
123198,-1
287376,2
799250,0
744900,1
505135,2
380314,0
272452,0
164506,-1
825234,1
959388,2
502275,0
663775,1
515364,-1
29777,1
857998,0
930993,2
225367,-1
299046,-1
54060,1
153537,-1
77959,2
238755,1
913486,0
14443,2
604691,2
56693,0
397430,1
292158,1
263045,-1
686702,2
111969,1
575864,1
592714,2
788130,2
283215,2
463455,0
84395,1
111750,1
930512,1
582792,1
172215,-1
856082,1
788739,2
509947,0
407486,1
93916,0
49777,-1
794018,0
448173,1
461282,0
44346,0
505510,2
782839,2
104045,2
568580,1
758553,1
53400,2
441214,-1
953386,2
143711,1
120075,-1
215972,1
439116,2
186431,-1
593449,0
607278,1
582945,2
922510,1
767792,-1
795952,2
944860,0
444063,1
865922,2
752668,1
977914,1
252208,2
772954,1
254837,1
237616,-1
371131,2
343754,2
449316,-1
185570,0
47008,1
19133,2
375376,2
578099,2
763558,2
162367,2
690491,1
698617,1
620254,0
217118,2
232363,1
816170,1
449825,-1
672636,-1
179091,1
231038,1
291804,-1
710495,0
553086,1
323962,2
581600,1
704427,-1
438734,2
209379,2
415615,0
284806,0
310499,2
346116,0
771257,1
129670,-1
532461,1
847765,1
541807,0
151102,1
301061,0
920481,0
223008,2
804457,2
577544,0
724299,1
615253,-1
414925,1
905949,2
633508,2
270235,0
560973,1
337725,-1
307063,1
248899,1
693471,2
32083,2
581827,1
447640,1
862171,0
263238,-1
177423,0
556777,0
814230,0
34166,0
355856,0
961882,1
762704,-1
602494,-1
34702,1
715552,-1
355679,-1
854686,2
171389,-1
820375,2
752605,1
923279,1
150302,1
444048,1
772347,0
707363,1
43036,1
31741,1
902354,-1
732442,0
691266,2
115042,0
522188,1
815935,0
621337,1
933944,2
545889,1
639168,1
655821,1
217577,2
988338,2
310934,-1
384173,1
850427,0
614699,0
146362,0
58112,1
466658,1
798525,2
569963,0
434900,1
51794,-1
373733,2
78426,0
591624,2
376278,-1
881145,2
423932,2
154517,1
809256,1
592760,1
326267,1
557614,0
657699,-1
792471,1
687325,1
184414,0
160393,2
846792,1
615738,0
988164,2
487047,2
469101,-1
804088,1
981726,0
661325,2
395935,1
404054,1
336290,1
458596,2
721106,1
837210,2
370613,1
123115,2
306643,2
666144,2
108718,2
319332,0
579193,0
358166,1
141738,1
260609,2
581967,1
132595,2
488092,1
392202,-1
315476,1
205530,2
659291,1
436218,0
90685,1
142415,1
24934,1
409382,-1
920431,2
796763,0
845251,1
388243,1
604797,-1
152641,1
248936,1
938144,2
424611,2
329124,0
665784,0
640825,1
163428,1
556966,1
462236,2
940585,2
836959,1
203375,1
254557,1
980954,2
24797,2
281199,-1
574766,2
887404,1
291525,2
649648,1
753473,2
305074,0
328063,2
567452,2
195871,0
540520,0
875626,2
672918,2
17142,2
644643,0
558196,1
718420,-1
941514,-1
142228,1
114046,2
201727,-1
432369,0
387738,1
199691,2
180304,0
673181,1
146042,2
558321,-1
486158,2
656852,1
746973,1
443873,2
946854,0
206666,0
329798,0
494754,0
964787,2
992585,2
626550,0
338140,1
86710,1
880166,1
461185,-1
840127,-1
909823,2
347835,2
41851,2
429019,2
822696,1
398282,0
939362,0
44160,2
193712,1
628281,1
489292,1
616565,-1
347410,2
17963,1
76228,1
601837,0
569634,2
57381,-1
120440,2
34596,1
28256,2
499154,1
352917,2
642374,2
597069,1
830957,0
317312,2
827075,2
588394,1
706639,2
182537,2
16854,-1
443398,1
434602,1
554528,2
30214,1
171137,-1
875060,-1
961114,1
246680,2
244205,1
552594,0
726305,2
354750,-1
71830,2
345645,0
212044,1
200267,-1
942846,0
174493,2
333002,2
146187,1
793908,2
496143,1
966647,1
323,2
803875,2
402047,-1
534219,1
703000,-1
671584,0
559320,2
188050,0
887516,1
645866,1
466328,2
415728,1
503003,-1
298164,1
633000,-1
512067,1
235641,2
343381,2
733240,1
136832,2
389026,1
852347,0
25002,2
294027,1
648266,1
810469,-1
224435,1
952397,-1
12004,0
185013,1
486832,1
86045,1
133514,0
799864,0
781356,2
866735,1
788791,2
907298,1
930620,0
580848,1
438124,1
400009,1
956741,1
748695,2
831576,0
683218,2
531715,1
555874,2
672398,2
293081,-1
506419,-1
776853,0
857439,-1
860763,1
169809,2
410150,-1
776743,0
830459,1
612043,1
247011,0
404518,2
997644,0
111741,0
921727,2
921922,1
349946,2
632649,-1
10315,1
448017,-1
561814,0
88851,-1
317861,0
419424,1
185650,1
931895,2
893553,-1
159886,-1
48509,1
697646,0
260134,1
958366,1
497671,2
890683,-1
219061,1
50736,2
742031,-1
431195,0
159717,2
641424,1
423512,2
229137,1
798844,2
693406,1
371036,2
211835,-1
757133,0
937342,1
977747,-1
333823,2
669775,0
260295,-1
677043,0
477036,1
194820,1
833593,-1
737103,-1
838487,-1
14362,-1
433532,-1
375715,2
274541,2
115978,1
905000,-1
343053,1
168437,-1
794305,2
149132,0
255482,0
786652,1
18795,1
261144,-1
2575,-1
477704,2
645226,-1
613988,2
141972,1
863542,2
922667,2
419431,1
960388,-1
853322,2
622813,0
785330,0
810188,1
53815,1
818404,-1
747464,2
754308,-1
128943,0
996229,1
964585,1
959469,1
354761,1
102989,-1
67926,2
122021,-1
549342,2
446441,2
196355,2
589487,1
70611,2
683684,1
978725,1
13287,1
809747,-1
838185,0
647188,-1
616174,-1
754798,0
620739,-1
644772,0
96841,2
818549,-1
24845,1
397713,2
924727,1
164077,2
442722,2
583077,2
840571,2
415337,0
148578,2
239214,1
521908,1
947679,0
227844,1
701507,0
617736,1
509196,2
585430,2
839425,0
414230,2
916592,1
705572,-1
282147,2
201741,0
464689,-1
506099,0
315331,1
258435,2
910541,0
394712,-1
424092,-1
204080,1
744870,1
644004,2
107636,0
661174,1
19909,0
927163,0
358829,2
186937,2
98072,0
43449,1
996972,1
365705,0
27742,1
165638,0
419439,2
254018,2
980316,2
849752,2
601238,-1
763081,0
767129,-1
292040,2
800470,1
408830,1
902403,2
495974,1
97966,1
612358,1
601862,2
484009,0
24147,-1
545781,2
404273,2
459068,2
706804,2
570687,1
611072,0
985616,0
164701,2
599031,1
291016,0
871590,-1
375923,2
625713,1
544267,2
597520,1
201908,-1
779450,1
41388,0
324210,0
527518,-1
995095,2
68508,0
645526,1
803925,-1
310865,2
243590,-1
739831,1
838039,-1
93918,2
115526,2
164262,0
727311,1
735220,1
468210,-1
689122,1
53596,-1
799186,2
101084,1
30439,-1
810252,1
821303,1
292964,0
302407,2
271892,2
732321,0
447410,1
803265,0
196513,2
365268,0
202213,-1
325954,2
969878,2
626863,-1
549662,2
583897,2
81079,0
74615,2
390771,2
921683,0
260545,2
746062,0
523766,-1
369387,1
387902,0
407975,1
843647,2
668518,2
259924,-1
823007,2
133194,-1
999383,0
844853,-1
811166,0
700248,-1
312802,-1
703577,-1
842529,1
133240,0
637996,1
242561,0
970006,2
651603,1
339673,2
675644,1
793976,1
162961,2
469570,1
681176,2
887401,2
891406,0
751950,0
965377,0
773946,0
84122,1
845066,1
389748,2
837821,0
967629,2
864765,0
266087,1
41710,2
112134,-1
513080,1
452254,-1
564272,2
876098,0
273845,2
343129,2
622330,2
296515,2
199651,1
265010,1
124863,0
619557,2
500287,2
366450,1
626887,2
426254,2
535685,-1
617761,0
616786,2
863271,2
516407,2
148449,1
849472,2
665945,1
479060,1
736724,-1
288008,1
638394,-1
779022,-1
951766,2
535506,2
202738,-1
863224,2
870370,1
721194,1
981141,2
252336,0
77169,-1
68528,2
38903,-1
256464,-1
11425,2
898966,-1
860813,1
873715,1
81184,2
106630,-1
203802,0
904553,1
793878,2
727291,-1
659013,2
170414,1
545030,2
935399,0
720843,1
24407,2
368110,1
503818,0
556178,0
905326,1
