tweetid,sentiment
855074,1
527673,1
785117,0
973760,1
928581,0
56229,2
489025,0
43190,-1
563462,2
972585,1
593576,1
327139,0
615819,1
538945,2
967095,-1
993681,1
568295,0
969003,1
644408,1
956047,2
525657,0
56665,1
617655,2
838447,-1
931195,1
577981,2
870874,1
480174,2
695290,0
645362,2
475332,0
78586,0
792010,2
600177,-1
579760,1
733217,-1
130633,1
246139,0
83570,2
233932,0
65704,0
720328,1
182815,-1
992508,1
582996,1
712952,1
217793,1
960416,1
387077,1
62147,-1
158157,0
16196,0
211659,1
368185,1
681044,2
368951,-1
200078,0
947641,0
591630,-1
60500,-1
257401,2
478713,1
735450,0
633125,1
610055,1
632978,2
365076,2
875539,1
758419,0
709088,-1
768261,2
209509,1
127305,-1
121053,1
19558,0
801712,0
837454,0
541857,1
11629,2
10359,1
66175,-1
23284,2
211731,2
32828,1
300306,0
798465,-1
429350,2
96211,0
287991,0
580986,0
782530,1
446353,0
404665,1
971456,1
503290,0
675704,2
225076,-1
593471,0
481167,1
161297,0
270003,-1
411180,2
271499,2
672109,2
602150,-1
575468,-1
181408,2
161726,1
977902,0
788232,0
725006,1
722658,1
600224,1
793349,1
451620,2
424135,1
88627,1
806009,1
192064,0
685562,1
284646,1
715307,0
883501,2
842439,-1
33587,-1
730304,2
87268,2
494947,-1
557924,0
351002,-1
361958,2
624214,2
513910,0
506543,1
778056,1
357156,1
370081,1
880261,2
509403,1
580774,2
837095,2
560337,0
132783,1
304998,2
819879,1
849455,2
346200,0
625746,1
677462,-1
107732,1
277516,0
119700,2
219147,-1
773453,1
813113,0
121431,1
258442,1
15784,1
491379,0
767093,-1
508244,0
711697,2
78517,1
592053,1
723025,0
310230,-1
751878,0
617843,0
265859,1
410288,0
708448,-1
254072,2
791956,0
515974,1
972791,1
330960,-1
126876,0
316154,1
179087,1
586916,-1
70846,0
752225,0
404604,1
836527,0
678059,1
333311,1
74980,1
477908,-1
506657,0
980875,1
805679,1
193548,1
818493,-1
625918,-1
215713,1
126166,-1
709380,-1
570628,1
898663,0
103967,-1
934788,2
327499,1
953095,1
592527,0
488806,1
531595,2
899135,2
661210,0
311285,1
956537,0
536614,2
518252,0
101697,1
136250,0
571656,0
614530,0
506382,1
990558,1
414640,1
757228,1
741160,1
80801,1
14077,-1
44115,1
782491,1
141116,1
758470,0
111565,2
108937,-1
333960,-1
495632,0
855633,1
387274,1
944823,-1
676644,0
674904,1
706197,1
751823,2
534701,1
776680,2
856934,-1
838992,-1
73072,-1
592976,0
120301,1
477557,0
331101,0
587789,0
106773,2
714124,1
772086,1
656418,0
372287,-1
481477,-1
938734,2
922926,2
339447,-1
325978,2
42066,0
382638,2
16052,1
450371,-1
450653,-1
299753,1
643564,-1
975417,0
890333,2
759258,1
82004,2
187640,0
790339,-1
760264,1
34404,1
387284,2
111495,0
263613,0
811478,1
615025,-1
709431,0
815398,1
429819,0
55201,0
918786,2
505250,-1
811168,0
616510,0
810332,1
778191,0
644140,1
614087,1
350693,1
224411,-1
187760,2
673695,0
624957,2
682615,0
674916,1
404402,1
53072,0
48112,1
785837,1
184816,-1
230210,1
915999,0
376465,1
194186,1
106745,1
992715,0
274295,-1
841614,2
855159,1
369248,1
400854,2
232119,1
770087,1
61801,1
582837,1
696188,1
710747,0
943396,0
943553,1
957958,-1
170910,2
680524,-1
565587,0
749902,2
748072,-1
937512,1
130999,-1
342929,0
406526,-1
281624,2
111021,1
898463,1
920547,1
300268,1
6377,1
150851,2
836682,1
975094,-1
303263,0
469044,1
826563,0
879918,1
803773,2
535044,0
129239,-1
123544,2
955118,1
763466,1
302824,1
970253,0
536636,0
225644,2
901410,2
976357,-1
276425,-1
698782,1
476182,0
560795,-1
734099,0
874279,1
528799,1
844516,0
42001,1
729333,0
910929,1
436637,1
539943,1
158515,1
913083,1
196246,2
312900,2
247152,1
621919,1
72893,0
989727,0
828411,0
231642,0
294532,1
322655,2
238643,1
226893,0
22945,0
667052,-1
330901,-1
893735,0
844155,2
598545,1
792602,2
81394,2
79720,1
450891,1
689110,1
603282,0
151774,0
427833,1
514030,1
450842,1
663940,1
289537,0
93580,-1
999485,2
16012,0
602434,2
128526,0
567878,0
311040,0
397558,2
659249,0
732039,-1
257083,1
653366,2
764741,0
240417,2
941193,-1
249928,-1
355194,2
466127,0
986184,1
194736,-1
193995,1
630191,1
467505,0
385475,-1
537515,1
689188,2
629787,1
125791,1
873126,0
634159,1
5824,-1
626130,0
710596,2
739055,1
584269,0
930286,1
803604,0
902313,2
365571,1
418391,1
260874,2
53754,1
406691,1
958946,-1
135258,2
349414,2
988959,1
954431,1
985836,0
698510,2
509363,2
625498,0
896827,0
393734,1
326465,1
856169,0
404748,1
330862,1
455496,-1
571982,-1
298506,-1
98423,1
660483,2
219919,2
967026,1
640859,-1
574291,0
673739,1
490703,1
811513,1
357267,-1
366205,1
47116,0
41555,1
666135,0
997640,0
381416,2
168327,0
492253,2
422735,0
667117,2
202823,1
10908,-1
366599,2
394665,2
734589,1
210821,0
191243,0
435686,2
7931,0
331666,1
998608,1
598170,0
981822,0
349039,-1
131708,0
440962,-1
719287,1
866736,2
793383,-1
486705,1
206701,1
812095,2
813429,1
300273,1
246003,1
357693,1
127689,2
554542,-1
713892,1
855661,1
413022,-1
204680,0
865502,1
70808,0
542694,1
521642,2
90760,2
599952,0
116224,0
781730,0
222272,-1
520111,0
470642,1
241795,0
585620,0
969978,0
800466,1
665096,1
59084,-1
813349,1
312981,1
965523,2
921337,-1
791417,2
472174,1
514550,0
418510,-1
344814,2
555242,1
603943,1
996818,1
518736,1
194144,-1
548422,0
781735,1
90786,1
3051,0
402995,1
224269,0
891634,0
661409,-1
776823,1
773037,2
716592,2
709740,-1
230435,1
105775,-1
277235,1
323839,2
485009,2
991522,0
421384,0
407930,1
499185,-1
634042,2
281534,-1
29564,2
777475,0
73475,1
924278,2
945887,0
133825,1
750622,0
340947,1
477970,0
841038,-1
331429,1
861934,2
117689,2
231985,2
452498,0
147151,-1
402278,0
515529,0
816064,0
320416,0
674363,0
45153,-1
294203,2
69149,-1
892557,-1
714218,0
374533,2
799765,-1
406896,0
493645,2
77622,2
351139,1
598383,2
437099,-1
811260,1
289021,0
411748,1
834122,-1
531633,2
138830,2
855031,0
621398,2
591179,1
665535,-1
625048,2
395927,-1
819363,2
226513,2
230277,2
217668,0
646356,-1
585846,-1
320140,-1
7769,0
128883,0
930716,0
52091,2
865029,1
678269,1
646896,1
151820,1
126071,-1
390635,0
846830,1
903429,0
552575,-1
51238,1
398685,0
442076,0
245264,1
1847,1
800950,0
236737,1
371083,-1
288557,0
645411,0
582358,-1
105065,0
105707,-1
487304,0
966654,-1
367823,1
649275,2
29185,2
172119,0
685650,0
173254,1
287735,-1
97811,1
838235,2
254835,2
318905,-1
259043,2
381017,1
649757,-1
529954,-1
663529,-1
423720,0
22777,1
766694,1
166583,0
282634,0
353764,0
461317,1
31680,1
998009,1
491318,1
970330,-1
476860,2
415960,2
937064,0
935085,1
863837,0
166987,0
65621,1
486600,1
389265,1
151202,1
906908,1
98725,2
741135,1
184479,1
364623,1
289083,2
101465,0
877671,2
414975,0
819137,0
162715,1
889367,1
682050,1
468148,0
276721,1
809015,0
82904,0
629958,-1
282539,0
576641,0
721032,0
985863,2
351847,1
102182,1
432256,0
810959,-1
339263,0
426325,1
634147,1
43694,-1
693219,-1
840612,0
292313,0
459823,0
458700,0
886294,-1
72399,2
838493,1
239467,0
966716,1
88590,2
270660,0
612857,2
481502,-1
953534,2
399293,-1
325715,1
412226,2
817566,1
610516,0
921902,-1
279576,2
164195,2
233989,2
650411,2
531313,0
4333,0
643985,1
556079,0
362728,1
619584,1
498930,1
711047,0
280183,0
710884,0
669728,2
873903,1
133051,-1
580652,1
122184,1
297918,-1
443350,1
942345,0
487311,2
624290,1
462841,-1
682584,1
86801,0
614098,0
71036,-1
603798,1
539219,-1
571734,1
891254,0
16967,1
366465,1
468888,1
755956,0
854237,0
929586,0
972465,-1
47414,1
237511,1
473045,1
719760,2
3380,1
915945,0
746072,2
793658,2
718346,-1
991582,1
186975,0
544544,1
598757,0
352182,2
799769,-1
285144,1
406272,2
92988,1
36673,0
558989,-1
261633,1
239960,-1
938879,2
638143,1
162574,-1
78388,1
966667,-1
865944,1
972181,2
946851,0
214800,1
728032,2
600651,1
728584,1
706681,0
589739,-1
450581,1
47561,1
401905,0
800981,0
589183,1
222534,1
357670,2
923142,1
497636,1
443455,2
730705,2
830855,1
255556,2
961712,-1
589379,0
956735,1
216207,1
650019,-1
606200,2
753836,1
847322,0
273226,1
83629,1
226734,1
788872,2
870974,2
591870,1
568912,-1
789519,1
731488,1
244090,0
735125,2
764484,0
646717,1
31157,1
152232,0
414280,0
587546,0
821756,1
373215,-1
826764,1
733307,0
596788,-1
57392,0
761256,1
586312,0
93389,-1
93917,1
73551,1
165581,0
156791,-1
823794,-1
63392,1
182207,1
829750,0
101290,2
639078,1
960964,-1
884242,2
333194,0
180605,0
724302,1
464585,-1
857134,-1
289751,1
746574,1
5343,-1
477522,1
446879,-1
546541,-1
732463,2
380608,1
336640,-1
52477,0
194507,-1
538733,0
622382,1
758067,1
969245,-1
6204,0
360927,1
733862,-1
254831,0
312789,1
683632,1
698155,-1
581241,-1
685887,1
495618,0
98564,0
422534,1
378882,1
175872,0
135908,-1
840249,0
37433,2
231996,2
573211,-1
703385,1
11101,-1
819890,0
572492,1
120502,0
146930,2
913546,2
808868,1
383788,0
629338,0
429250,0
327253,2
233323,2
754966,1
5107,0
285700,1
997597,0
605325,2
181468,0
921776,1
131890,1
727491,1
407368,1
720318,1
521215,2
699505,0
260605,1
4496,1
162556,2
283270,0
631070,1
343853,1
195609,1
729294,1
342029,1
31305,1
974349,-1
827385,1
110637,1
330981,1
716213,0
673772,1
533976,0
467243,2
671317,2
232183,2
489015,2
356158,2
988748,-1
240002,0
873392,1
345670,1
356761,2
530584,1
177001,-1
525148,0
347083,1
784269,1
420686,2
918830,1
550616,0
696228,-1
861731,1
677852,1
591361,1
962050,1
76649,1
832328,1
239449,2
467995,0
467450,1
127162,0
477381,1
58715,0
701473,1
893061,2
335217,1
909071,0
471885,2
164325,1
875446,2
366749,1
625267,1
805316,0
779520,1
967449,1
39093,-1
306078,-1
983065,-1
106475,1
380508,-1
236562,0
589848,0
741895,1
204042,1
238985,1
468940,2
467571,0
86934,1
650045,1
334396,2
308397,1
435631,2
206312,2
565453,0
250852,1
511144,0
985030,2
5045,1
962371,1
179695,1
571674,0
708517,1
949891,2
451267,-1
463572,-1
527910,0
446310,-1
105414,-1
18138,2
653784,0
331838,1
650762,1
826394,2
164947,1
871573,1
737732,-1
78892,1
950200,0
484870,0
382863,1
155451,-1
361880,1
625561,2
675442,2
113514,1
19397,2
718093,0
428411,0
908602,2
595852,1
866548,1
516734,1
203690,1
457889,-1
42699,0
564817,1
519244,0
634222,2
851947,1
925224,1
776585,-1
603969,1
848121,-1
745737,0
706675,0
891427,0
311901,1
190297,1
782363,1
44291,2
370428,1
899174,0
144125,-1
422237,2
554582,1
242199,-1
232219,-1
224076,1
945898,1
564911,1
343688,-1
371908,0
627574,2
180485,-1
249763,1
651375,2
660951,1
657758,0
237867,1
782819,0
791928,1
294609,2
850390,1
396547,1
142830,0
250983,2
443938,1
831490,1
418267,0
860398,-1
763872,0
574726,0
142336,2
213055,-1
455829,0
656699,-1
171902,2
350128,0
714025,2
17420,-1
44772,-1
643168,0
704610,1
820523,1
37607,2
680087,2
509948,1
938423,1
476346,0
617648,2
659939,2
510346,0
106516,2
187412,1
530662,1
969059,-1
233113,-1
881485,1
396578,1
722776,0
69263,0
783056,1
29053,0
45878,1
845042,2
78628,2
899274,1
485857,2
914284,-1
590949,1
286808,0
449133,1
145375,0
769261,1
769524,2
968896,1
313839,2
775822,0
293312,-1
495182,-1
896063,1
2325,0
795486,1
135329,0
885345,-1
703319,0
595781,0
243128,1
589175,1
473007,0
145261,1
942956,-1
524966,0
713766,2
440834,-1
94839,-1
730063,1
120270,1
73612,-1
432813,1
317254,0
149855,0
588233,2
860852,0
762132,0
694699,0
357323,2
617071,2
909332,1
460019,1
175290,2
845224,1
77234,0
337929,-1
846396,1
515567,1
365305,1
410068,-1
123198,-1
287376,1
799250,0
744900,1
505135,2
380314,0
272452,0
164506,1
825234,1
959388,0
502275,0
663775,1
515364,-1
29777,0
857998,1
930993,1
225367,-1
299046,-1
54060,1
153537,-1
77959,2
238755,1
913486,1
14443,2
604691,2
56693,-1
397430,2
292158,1
263045,0
686702,2
111969,1
575864,1
592714,1
788130,1
283215,2
463455,-1
84395,2
111750,0
930512,0
582792,1
172215,-1
856082,1
788739,2
509947,2
407486,2
93916,1
49777,-1
794018,0
448173,1
461282,-1
44346,0
505510,2
782839,2
104045,0
568580,1
758553,1
53400,2
441214,0
953386,2
143711,2
120075,-1
215972,1
439116,-1
186431,0
593449,0
607278,-1
582945,-1
922510,1
767792,2
795952,1
944860,0
444063,1
865922,1
752668,1
977914,0
252208,1
772954,1
254837,0
237616,2
371131,2
343754,-1
449316,-1
185570,1
47008,1
19133,2
375376,1
578099,1
763558,2
162367,0
690491,2
698617,1
620254,-1
217118,1
232363,1
816170,1
449825,-1
672636,0
179091,0
231038,1
291804,-1
710495,0
553086,-1
323962,2
581600,1
704427,-1
438734,1
209379,2
415615,0
284806,0
310499,1
346116,0
771257,1
129670,-1
532461,1
847765,0
541807,0
151102,1
301061,-1
920481,2
223008,1
804457,2
577544,0
724299,1
615253,-1
414925,0
905949,1
633508,1
270235,0
560973,1
337725,0
307063,1
248899,1
693471,1
32083,1
581827,0
447640,1
862171,-1
263238,-1
177423,0
556777,0
814230,2
34166,1
355856,1
961882,1
762704,1
602494,-1
34702,2
715552,-1
355679,-1
854686,2
171389,0
820375,-1
752605,1
923279,1
150302,1
444048,2
772347,0
707363,0
43036,1
31741,1
902354,-1
732442,0
691266,1
115042,-1
522188,-1
815935,1
621337,1
933944,0
545889,1
639168,0
655821,-1
217577,1
988338,1
310934,0
384173,1
850427,0
614699,0
146362,-1
58112,1
466658,1
798525,-1
569963,0
434900,-1
51794,-1
373733,2
78426,0
591624,2
376278,2
881145,2
423932,2
154517,0
809256,1
592760,1
326267,-1
557614,0
657699,0
792471,-1
687325,0
184414,2
160393,0
846792,1
615738,0
988164,1
487047,2
469101,0
804088,1
981726,0
661325,2
395935,0
404054,1
336290,1
458596,2
721106,1
837210,2
370613,1
123115,2
306643,2
666144,0
108718,-1
319332,1
579193,1
358166,1
141738,1
260609,2
581967,2
132595,1
488092,1
392202,-1
315476,0
205530,2
659291,1
436218,0
90685,1
142415,0
24934,1
409382,-1
920431,2
796763,0
845251,1
388243,0
604797,-1
152641,0
248936,0
938144,2
424611,1
329124,-1
665784,0
640825,1
163428,1
556966,1
462236,1
940585,1
836959,1
203375,1
254557,0
980954,2
24797,2
281199,1
574766,-1
887404,1
291525,1
649648,1
753473,0
305074,1
328063,2
567452,1
195871,0
540520,0
875626,0
672918,0
17142,1
644643,0
558196,1
718420,1
941514,0
142228,2
114046,1
201727,-1
432369,-1
387738,0
199691,2
180304,0
673181,1
146042,1
558321,2
486158,2
656852,1
746973,-1
443873,1
946854,0
206666,-1
329798,0
494754,0
964787,2
992585,2
626550,0
338140,1
86710,1
880166,1
461185,-1
840127,1
909823,2
347835,-1
41851,-1
429019,1
822696,0
398282,0
939362,0
44160,1
193712,1
628281,0
489292,0
616565,0
347410,2
17963,1
76228,2
601837,0
569634,1
57381,-1
120440,0
34596,2
28256,2
499154,1
352917,2
642374,1
597069,1
830957,0
317312,1
827075,0
588394,0
706639,0
182537,1
16854,1
443398,0
434602,1
554528,0
30214,-1
171137,-1
875060,-1
961114,0
246680,2
244205,2
552594,1
726305,1
354750,0
71830,1
345645,1
212044,1
200267,1
942846,0
174493,2
333002,1
146187,1
793908,1
496143,1
966647,2
323,2
803875,2
402047,1
534219,2
703000,0
671584,2
559320,2
188050,1
887516,1
645866,1
466328,1
415728,1
503003,-1
298164,1
633000,0
512067,2
235641,2
343381,-1
733240,1
136832,1
389026,2
852347,0
25002,0
294027,1
648266,-1
810469,-1
224435,1
952397,-1
12004,-1
185013,1
486832,0
86045,1
133514,-1
799864,-1
781356,0
866735,1
788791,2
907298,1
930620,0
580848,1
438124,1
400009,0
956741,0
748695,1
831576,0
683218,1
531715,1
555874,1
672398,1
293081,-1
506419,1
776853,0
857439,0
860763,1
169809,2
410150,-1
776743,1
830459,1
612043,0
247011,0
404518,1
997644,0
111741,2
921727,2
921922,1
349946,2
632649,-1
10315,1
448017,0
561814,0
88851,0
317861,0
419424,1
185650,0
931895,2
893553,1
159886,0
48509,1
697646,0
260134,1
958366,-1
497671,1
890683,0
219061,-1
50736,1
742031,-1
431195,0
159717,2
641424,1
423512,2
229137,1
798844,1
693406,1
371036,0
211835,1
757133,1
937342,2
977747,-1
333823,0
669775,1
260295,-1
677043,-1
477036,1
194820,-1
833593,-1
737103,2
838487,-1
14362,1
433532,0
375715,0
274541,1
115978,1
905000,-1
343053,2
168437,-1
794305,2
149132,-1
255482,-1
786652,-1
18795,1
261144,-1
2575,1
477704,1
645226,-1
613988,2
141972,1
863542,2
922667,2
419431,-1
960388,1
853322,1
622813,0
785330,0
810188,1
53815,1
818404,-1
747464,1
754308,1
128943,0
996229,1
964585,1
959469,1
354761,1
102989,2
67926,2
122021,1
549342,2
446441,-1
196355,2
589487,1
70611,0
683684,0
978725,1
13287,1
809747,-1
838185,1
647188,-1
616174,-1
754798,1
620739,0
644772,0
96841,1
818549,2
24845,1
397713,2
924727,1
164077,1
442722,2
583077,-1
840571,1
415337,0
148578,2
239214,1
521908,-1
947679,-1
227844,0
701507,0
617736,1
509196,1
585430,0
839425,-1
414230,1
916592,1
705572,0
282147,1
201741,0
464689,-1
506099,1
315331,-1
258435,1
910541,0
394712,1
424092,-1
204080,1
744870,2
644004,1
107636,-1
661174,1
19909,0
927163,0
358829,1
186937,2
98072,0
43449,1
996972,-1
365705,1
27742,1
165638,2
419439,2
254018,2
980316,0
849752,2
601238,-1
763081,0
767129,-1
292040,2
800470,0
408830,-1
902403,2
495974,0
97966,2
612358,2
601862,2
484009,0
24147,-1
545781,2
404273,1
459068,1
706804,0
570687,1
611072,-1
985616,1
164701,2
599031,0
291016,1
871590,-1
375923,2
625713,1
544267,0
597520,1
201908,-1
779450,2
41388,1
324210,1
527518,-1
995095,2
68508,2
645526,1
803925,-1
310865,2
243590,2
739831,1
838039,-1
93918,2
115526,1
164262,0
727311,1
735220,1
468210,0
689122,1
53596,1
799186,2
101084,0
30439,0
810252,-1
821303,1
292964,0
302407,2
271892,1
732321,1
447410,1
803265,0
196513,2
365268,0
202213,-1
325954,2
969878,2
626863,-1
549662,1
583897,2
81079,0
74615,2
390771,2
921683,0
260545,2
746062,0
523766,-1
369387,1
387902,0
407975,0
843647,2
668518,2
259924,0
823007,1
133194,0
999383,-1
844853,-1
811166,-1
700248,-1
312802,-1
703577,2
842529,1
133240,0
637996,1
242561,2
970006,1
651603,0
339673,2
675644,1
793976,1
162961,2
469570,1
681176,-1
887401,1
891406,0
751950,0
965377,1
773946,1
84122,0
845066,1
389748,2
837821,-1
967629,2
864765,-1
266087,0
41710,1
112134,2
513080,1
452254,-1
564272,2
876098,0
273845,2
343129,2
622330,2
296515,2
199651,1
265010,1
124863,-1
619557,1
500287,1
366450,-1
626887,0
426254,2
535685,0
617761,0
616786,2
863271,0
516407,1
148449,1
849472,1
665945,0
479060,1
736724,0
288008,-1
638394,-1
779022,0
951766,2
535506,2
202738,0
863224,1
870370,0
721194,1
981141,1
252336,1
77169,1
68528,1
38903,-1
256464,-1
11425,1
898966,-1
860813,1
873715,0
81184,1
106630,1
203802,0
904553,1
793878,1
727291,-1
659013,0
170414,1
545030,2
935399,0
720843,1
24407,2
368110,2
503818,0
556178,2
905326,0
337724,0
69700,0
